date,year,index,N1,N2,N3,N4,N5,N6,S1,color,zodiac,EvO,BS,month
2017-12-05,2017,142,20,44,9,14,18,7,29,red,snake,odd,big,12
2017-12-07,2017,143,25,39,47,37,34,1,18,red,dragon,even,small,12
2017-12-09,2017,144,22,48,38,24,35,29,30,red,dragon,even,big,12
2017-12-12,2017,145,48,38,15,29,34,4,30,red,dragon,even,big,12
2017-12-14,2017,146,7,34,10,35,25,20,8,red,tiger,even,small,12
2017-12-16,2017,147,24,6,3,28,9,1,36,blue,dog,even,big,12
2017-12-19,2017,148,44,49,38,33,9,3,24,red,dog,even,small,12
2017-12-21,2017,149,47,30,21,28,14,22,3,blue,goat,odd,small,12
2017-12-24,2017,150,34,39,47,1,16,26,11,green,pig,odd,small,12
2017-12-26,2017,151,37,2,7,30,16,28,12,red,dog,even,small,12
2017-12-28,2017,152,46,15,40,44,17,23,11,green,pig,odd,small,12
2017-12-30,2017,153,13,1,25,38,36,22,37,blue,rooster,odd,big,12
